col1-time col2-mc1.timer col3-mc1.semaphore col4-mc1.color 
928.000000 50.000000 0 0 
929.000000 49.000000 0 0 
930.000000 48.000000 0 0 
931.000000 47.000000 0 0 
932.000000 46.000000 0 0 
933.000000 45.000000 0 0 
934.000000 44.000000 0 0 
935.000000 43.000000 0 0 
936.000000 42.000000 0 0 
937.000000 41.000000 0 0 
938.000000 40.000000 0 0 
939.000000 39.000000 0 0 
940.000000 38.000000 0 0 
941.000000 37.000000 0 0 
942.000000 36.000000 0 0 
943.000000 35.000000 0 0 
944.000000 34.000000 0 0 
945.000000 33.000000 0 0 
946.000000 32.000000 0 0 
947.000000 31.000000 0 0 
948.000000 30.000000 0 0 
949.000000 29.000000 0 0 
950.000000 28.000000 0 0 
951.000000 27.000000 0 0 
952.000000 26.000000 0 0 
953.000000 25.000000 0 0 
954.000000 24.000000 0 0 
955.000000 23.000000 0 0 
956.000000 22.000000 0 0 
957.000000 21.000000 0 0 
958.000000 20.000000 0 0 
959.000000 19.000000 0 0 
960.000000 18.000000 0 0 
961.000000 17.000000 0 0 
962.000000 16.000000 0 0 
963.000000 15.000000 0 0 
964.000000 14.000000 0 0 
965.000000 13.000000 0 0 
966.000000 12.000000 0 0 
967.000000 11.000000 0 0 
968.000000 10.000000 0 0 
969.000000 9.000000 0 0 
970.000000 8.000000 0 0 
971.000000 7.000000 0 0 
972.000000 6.000000 0 0 
973.000000 5.000000 0 0 
974.000000 4.000000 0 0 
975.000000 3.000000 0 0 
976.000000 2.000000 0 0 
977.000000 1.000000 0 0 
978.000000 0.000000 0 0 
979.000000 40.000000 1 1 
980.000000 39.000000 1 1 
981.000000 38.000000 1 1 
982.000000 37.000000 1 1 
983.000000 36.000000 1 1 
984.000000 35.000000 1 1 
985.000000 34.000000 1 1 
986.000000 33.000000 1 1 
987.000000 32.000000 1 1 
988.000000 31.000000 1 1 
989.000000 30.000000 1 1 
990.000000 29.000000 1 1 
991.000000 28.000000 1 1 
992.000000 27.000000 1 1 
993.000000 26.000000 1 1 
994.000000 25.000000 1 1 
995.000000 24.000000 1 1 
996.000000 23.000000 1 1 
997.000000 22.000000 1 1 
998.000000 21.000000 1 1 
999.000000 20.000000 1 1 
1000.000000 19.000000 1 1 
